id,butterfly_taxon,host,publication,taxonomic_plausibility,supports_association,recommended_evidence_level,final_evidence_level,final_confidence,flags,adversarial_agree,justification
assoc_0827,Mechanitis lysimnia,Solanum palinacanthum (Solanaceae),"Costa 1999 — Costa, F.A.P.L. (1999) New records of larval host plants for Ithomiinae butterflies (Nymphalidae). Revista Brasileira de Biologia 59(3): 455-459. Documents 17+ new larval hostplant records (predominantly Solanum) for Ithomiinae in Minas Gerais and Brasília, Brazil.",plausible,supports,literature,literature,high,primary-source-confirmed; metadata-cites-wrong-secondary-source,True,Mechanitis on spiny Solanum (S. palinacanthum) is typical; reared/first record in Costa 1999 primary source. Plausible and well-supported; recommend literature.
assoc_0834,Pteronymia carlia,Solanum mauritianum (Solanaceae),"Costa 1999 — Costa, F.A.P.L. (1999) New records of larval host plants for Ithomiinae butterflies (Nymphalidae). Revista Brasileira de Biologia 59(3): 455-459. Documents 17+ new larval hostplant records (predominantly Solanum) for Ithomiinae in Minas Gerais and Brasília, Brazil.",plausible,supports,literature,literature,high,primary-source-confirmed; metadata-cites-wrong-secondary-source,True,"Pteronymia (Ithomiini) on Solanum is canonical; S. mauritianum reared in Costa 1999. Plausible, primary reared record; recommend literature, high confidence."
assoc_0082,Dryas iulia,Passiflora (Passifloraceae),Brown 1992a,plausible,supports,literature,literature,high,passifloraceae-host,True,"Dryas iulia is a heliconiine, NOT Ithomiini; Passiflora is its correct hallmark host. Pairing is genuinely valid; Brown 1992a supports it. Not an Ithomiini error."
assoc_0142,Episcada clausina,Solanum sect. Geminata (Solanaceae),Brown 1992a,plausible,supports,literature,literature,medium,catalogue-mediated; genus-level-host,True,"Episcada (Ithomiini) on Solanum is typical Solanaceae host use; Brown 1992a (ssp. striposis) cited via Beccaloni. Plausible literature record, not independently re-verified."
assoc_0465,Ithomia lichyi,Aureliana lucida (Solanaceae),Brown 1992a,plausible,supports,direct,literature,high,reared-compilation-supported; species-level-host,False,"Ithomia on Aureliana (Solanaceae) typical; backed by Brown 1992a AND Drummond & Brown 1987, a checked reared larval-foodplant compilation. Strong species-level support."
assoc_0581,Mechanitis polymnia,Solanum (Solanaceae),Brown 1992a,plausible,supports,literature,literature,high,catalogue-mediated; genus-level-host; multi-source,True,"Mechanitis polymnia is a classic, frequently-reared Solanum feeder; corroborated by Brown 1992a, Young 1977c, Lamas 1985, Barcant 1970. Very well-established association."
assoc_0792,Thyridia psidii,Cyphomandra (Solanaceae),Brown 1992a,plausible,supports,literature,literature,medium,catalogue-mediated; genus-level-host,True,"Thyridia psidii (Ithomiini) on Cyphomandra (=Solanum, Solanaceae) is a known association; Brown 1992a (ssp. cetoides) + Lamas 1985. Plausible literature record, genus-level host."
assoc_0081,Dryas iulia,Passiflora spp. (Passifloraceae),Hayward 1969,plausible,supports,literature,literature,high,heliconiine-passiflora-correct; beccaloni-compilation-only; primary-source-not-verified,True,"Dryas iulia is a heliconiine, not Ithomiini; Passiflora is its canonical correct host. Catalogue-backed via Hayward/Lamas. Solid literature record."
assoc_0149,Episcada hymenaea,Brunfelsia australis (Solanaceae),Hayward 1969,plausible,plausible_uncertain,needs_check,needs_check,low,beccaloni-dubious-marker; host-id-tentative; locality-uncertain; beccaloni-compilation-only; primary-source-not-verified,True,"Episcada/Solanaceae-Brunfelsia is taxonomically plausible, but Beccaloni flags row dubious with 'Uruguay?' and 'Brunfelsia australis?'; Hayward cited only via catalogue. Keep needs_check."
assoc_0177,Epityches eupompe,Brunfelsia australis (Solanaceae),Hayward 1969,plausible,plausible_uncertain,literature,needs_check,low,beccaloni-dubious-marker; beccaloni-compilation-only; primary-source-not-verified,False,"Epityches on Brunfelsia/Solanaceae is plausible; flagged dubious by Beccaloni but corroborated by two sources (Hayward 1969, Biezanko et al. 1974b). Catalogue-level literature."
assoc_0654,Methona themisto,Brunfelsia australis (Solanaceae),Hayward 1969,plausible,supports,literature,literature,high,multi-source-corroborated; drummond-brown-1987-checked-compilation; beccaloni-compilation-only,True,"Methona-Brunfelsia (Solanaceae) is a classic, well-documented Ithomiini pairing; corroborated by Hayward 1969, Drummond & Brown 1987 (checked compilation) and Biezanko 1974b. Strong literature."
assoc_0185,Eutresis hypereia,Juanulloa mexicana (Solanaceae),Brown & Freitas 1994,plausible,plausible_uncertain,literature,direct,medium,captive_observed_oviposition; published_primary_source; legitimate_solanaceae_host; catalogue_embedded_citation,True,"Eutresis on Juanulloa (epiphytic Solanaceae) is plausible core-Ithomiini biology; source_refs notes captive oviposition, but reaches us via Beccaloni catalogue, so literature-level."
assoc_0359,Heterosais edessa,Cestrum amictum (Solanaceae),Brown & Freitas 1994,plausible,supports,literature,literature,high,catalogue-embedded-primary; two-primary-sources,True,"Heterosais on Cestrum is textbook Ithomiini-Solanaceae; backed by two primary records (Brown & Freitas 1994; Freitas 1996, SP Brazil) via Beccaloni catalogue, so literature-level."
assoc_0401,Hypothyris lycaste,Solanum rugosum (Solanaceae),Brown & Freitas 1994,plausible,supports,literature,literature,high,catalogue-embedded-primary,True,"Hypothyris on Solanum is the most typical Ithomiini pairing; cited to Brown & Freitas 1994 (Colombia, ssp. limosa) via Beccaloni catalogue, so literature-level."
assoc_0726,Pteronymia aletta,Solanum sp. sect. Geminata (Solanaceae),Brown & Freitas 1994,plausible,supports,literature,literature,medium,catalogue-embedded-primary; host-genus-level-only,True,"Pteronymia on Solanum is typical Ithomiini biology; host resolved only to genus (sect. Geminata); cited to Brown & Freitas 1994 (Venezuela) via Beccaloni catalogue, literature-level."
assoc_0331,Heliconius sara,"Passiflora (Passifloraceae), genus-level",Arruda & Arruda 1971,plausible,plausible_uncertain,literature,literature,medium,passifloraceae-expected-for-heliconiine; genus-level-host; catalogue-compiled-Beccaloni,True,"Heliconius sara is a heliconiine, NOT Ithomiini; Passiflora is its canonical expected host. Catalogue-backed (Beccaloni/Arruda/Lamas), genus-level. Literature."
assoc_0503,Mechanitis lysimnia,Solanum sp. (Solanaceae),Arruda & Arruda 1971,plausible,supports,literature,literature,high,host-species-indeterminate; catalogue-compiled-Beccaloni; multi-source-corroborated,True,"Mechanitis-on-Solanum is textbook Ithomiini-Solanaceae; corroborated by multiple primaries (Arruda&Arruda, Lima). Host only to genus (sp.?). Solid literature."
assoc_0660,Methona themisto,Solanum sp. (Solanaceae),Arruda & Arruda 1971,atypical,plausible_uncertain,needs_check,literature,low,canonical-host-genus-solanum; two-traceable-primary-sources; host-resolved-to-genus-only; catalogue-mediated-not-direct,True,Methona (Tithoreini) usually on Brunfelsia/other Solanaceae & Apocynaceae; plain Solanum is atypical and Beccaloni flagged dubious. Keep needs_check pending direct source.
assoc_0400,Hypothyris lycaste,Solanum rudepannum (Solanaceae),DeVries 1986,plausible,plausible_uncertain,literature,needs_check,medium,beccaloni-catalogue-compilation; beccaloni-dubious-marker; primary-source-not-full-text-verified,False,"Hypothyris is a canonical Solanum-feeding ithomiine; Solanum host plausible. Traced to real DeVries 1986 via Beccaloni. Catalogue-level, not re-verified: literature."
assoc_0403,Hypothyris lycaste,Solanum umbellatum (Solanaceae),DeVries 1986,plausible,plausible_uncertain,literature,needs_check,medium,beccaloni-catalogue-compilation; beccaloni-dubious-marker; primary-source-not-full-text-verified,False,Hypothyris lycaste on Solanum is taxonomically core for Ithomiini. Cited to DeVries 1986 (real source) via Beccaloni catalogue; catalogue-level support = literature.
assoc_0443,Ithomia diasia,Lycianthes heteroclita (Solanaceae),DeVries 1986,plausible,plausible_uncertain,literature,needs_check,low,beccaloni-catalogue-compilation; beccaloni-dubious-marker; primary-source-not-full-text-verified,False,Ithomia commonly feeds on Lycianthes/Solanum; pairing plausible. Cited to DeVries 1986 via Beccaloni. Original record had low confidence but taxon is sound: literature/medium.
assoc_0027,Ceratinia tutia,Solanum spp. (Solanaceae),DeVries 1987,plausible,plausible_uncertain,literature,literature,medium,catalogue-mediated; genus-level-host; duplicate-key-in-csv,True,"Ceratinia (Ithomiini) on Solanum is canonical Solanaceae host; via Beccaloni catalogue with DeVries 1987 + Lamas 1985 primaries, not re-verified; genus-level only."
assoc_0807,Tithorea harmonia,Prestonia sp. (Apocynaceae),DeVries 1987,plausible,supports,literature,literature,high,catalogue-mediated; genus-level-host; apocynaceae-host-expected-for-tithorea; duplicate-key-in-csv,True,Tithorea is the Apocynaceae-feeding ithomiine clade; Prestonia is a classic Tithorea host. Corroborated by DeVries 1987 (ssp. helicaon) and Brown & Freitas 1994.
assoc_0148,Episcada hymenaea,Brunfelsia spp. (Solanaceae),Varga 1997,plausible,cannot_verify,needs_check,needs_check,low,beccaloni-flagged-dubious; primary-source-untraceable; varga-1997-not-recognized-neotropical-source; catalogue-only-not-direct,True,"Episcada (Ithomiini) on Brunfelsia (Solanaceae) is taxonomically plausible, but only source is Beccaloni-embedded Varga 1997, untraceable and flagged dubious."
assoc_0715,Pseudoscada erruca,Brunfelsia spp. (Solanaceae),Varga 1997,plausible,cannot_verify,needs_check,needs_check,low,beccaloni-flagged-dubious; primary-source-untraceable; varga-1997-not-recognized-neotropical-source; catalogue-only-not-direct,True,"Pseudoscada (Ithomiini) on Brunfelsia (Solanaceae) is plausible, but sole citation is Beccaloni-embedded Varga 1997, untraceable and explicitly marked dubious."
assoc_0845,Forbestra olivencia,Solanum monarchostemon (Solanaceae),Hill 2006,plausible,supports,direct,direct,high,voucher-confirmed; reared-host,True,Hill 2006 full text confirms eggs/larvae found and reared on vouchered Solanum monarchostemon at Garza Cocha; canonical Solanaceae host for Mechanitini Forbestra. Direct rearing record.
assoc_0846,Forbestra olivencia,Solanum thelopodium (Solanaceae),Hill 2006,plausible,supports,literature,literature,medium,pers-comm; field-observation-not-reared,True,"Hill 2006 reports Elias & Willmott (pers. comm.) field observation of F. olivencia on Solanum thelopodium; plausible Solanaceae host but observational pers. comm., not reared, so literature/medium."
assoc_0214,Greta morgane,Cestrum elegans (Solanaceae),Hall 1996,plausible,supports,direct,literature,medium,captive_record_published; no_explicit_rearing_or_feeding_verb; legitimate_solanaceae_host,False,Hall 1996 is a real captive natural-history paper reporting Greta oto rearing on Cestrum; Cestrum/Solanaceae is canonical Greta host. Captive-source caveat noted.
assoc_0218,Greta morgane,Cestrum nocturnum (Solanaceae),Hall 1996,plausible,supports,direct,literature,medium,captive_record_published; no_explicit_rearing_or_feeding_verb; legitimate_solanaceae_host,False,"Hall 1996 captive paper reports Greta oto reared on Cestrum nocturnum, a standard ornamental rearing host; Solanaceae is the canonical Greta host. Captive (not wild) record."
assoc_0546,Mechanitis mazaeus,Solanum sp. (Solanaceae),Fassl 1912,plausible,supports,literature,literature,high,beccaloni-mediated-primary; oviposition-record,True,"Mechanitis (Ithomiini) on Solanum is the canonical Solanaceae host; Fassl 1912 oviposition record via Beccaloni catalogue = literature-level, not independently verified."
assoc_0870,Mechanitis messenoides,Solanum sp. (Solanaceae),Fassl 1912,plausible,supports,literature,literature,medium,beccaloni-mediated-primary; oviposition-record; taxonomic-remap-ssp-messenoides,True,"Same Fassl 1912 (Ovip.) catalogue row remapped from M. mazaeus ssp. messenoides to M. messenoides; canonical Solanum host, plausible but remap adds taxonomic uncertainty."
assoc_0857,Mechanitis polymnia,"Solanum sp. (cf. S. hayesii), Solanaceae",Isabel 1830,plausible,plausible_uncertain,literature,literature,medium,spurious-primary-citation-locality-artifact; actual-source-is-muriel-et-al-2011; genus-level-host-only; beccaloni-catalogue-mediated,True,"Mechanitis polymnia on Solanum is classic Ithomiini-Solanaceae; plausible. But cited 'Isabel 1830' is a locality artifact (Finca Santa Isabel, 1830 m); real source = Muriel et al. 2011."
assoc_0852,Pteronymia latilla,"Solanum deflexiflorum, Solanaceae",Isabel 1830,plausible,plausible_uncertain,literature,literature,medium,spurious-primary-citation-locality-artifact; actual-source-is-muriel-et-al-2011; new-host-record; beccaloni-catalogue-mediated,True,Pteronymia latilla on Solanum deflexiflorum (Solanaceae) is taxonomically plausible for Ithomiini. 'Isabel 1830' is a locality artifact; genuine source is Muriel et al. 2011 (reared immatures).
assoc_0005,Aeria eurimedia,Prestonia sp. (Apocynaceae),Young 1978a,plausible,supports,literature,literature,high,apocynaceae-feeding-ithomiine-clade; beccaloni-catalogue-compilation; embedded-primary-citation-young-1978a; host-id-genus-level,True,Aeria (Tithoreina) is an Apocynaceae-feeding ithomiine; Prestonia is the canonical host of A. eurimedia agna. Cited via Beccaloni catalogue to Young 1978a + Brown & Freitas 1994.
assoc_0016,Callithomia lenea,Solanum sp. (Solanaceae),Müller 1886,plausible,plausible_uncertain,literature,literature,medium,catalogue-embedded-primary; old-primary-source-unretrieved; host-id-genus-level; duplicate-key-in-csv,True,"Callithomia lenea on Solanum is canonical Ithomiini/Solanaceae; Beccaloni catalogue cites Fritz Müller 1886/1878 (SC Brazil) - legit classic source, full text unverified, so literature/medium."
assoc_0040,Dircenna dero,Solanum sp. (Solanaceae),Fonseca & Amante 1973,plausible,plausible_uncertain,literature,literature,medium,catalogue-mediated; primary-source-unverified; host-genus-level-only,True,"Dircenna dero (Dircennina) on Solanum is textbook Ithomiini-Solanaceae; Beccaloni-catalogued via Fonseca & Amante 1973 (real but unretrieved), so literature-level, host at sp."
assoc_0080,Dryas iulia,Passiflora sp. (Passifloraceae),Hayward 1931c,plausible,supports,literature,literature,high,catalogue-compilation-source; multiple-primary-citations,True,"Dryas iulia is a Heliconiine, not Ithomiini; Passiflora is its canonical, correct host. Catalogue-backed by many real primary sources (incl. Hayward). High plausibility."
assoc_0196,Godyris zavaleta,"Solanum sp. (sect. Geminata), Solanaceae","Ac, Drummond & Brown 1987",plausible,plausible_uncertain,literature,literature,medium,genus-level-host-only; embedded-primary-citation-not-reverified; catalogue-sourced,True,"Godyris (Ithomiini) on Solanum/Solanaceae is canonical; catalogue row w/ Drummond&Brown1987 primary cite -> literature, not direct. Host genus-level only (sp.)."
assoc_0231,Heliconius erato,Passiflora sp. (Passifloraceae),Hayward 1943,plausible,supports,literature,literature,medium,heliconiine-record; passifloraceae-host-correct-for-heliconius; beccaloni-compilation-with-embedded-primary,False,"Heliconius erato on Passiflora is the canonical heliconiine host; correct pairing, but this is a Heliconiini NOT an Ithomiini taxon - likely contamination in the Ithomiini DB."
assoc_0232,Heliconius erato,Passiflora spp. (Passifloraceae),Hayward 1960,plausible,supports,literature,literature,high,catalogue-compilation-source; host-id-genus-level,True,"Heliconius erato (Heliconiinae, NOT Ithomiini) on Passiflora is the canonical, well-documented heliconiine association; Beccaloni-catalogue-backed via Hayward 1960/Lima 1928. Plausibility flag does not apply."
assoc_0330,Heliconius sara,Passiflora sp. (Passifloraceae),Almeida 1922,plausible,supports,literature,literature,medium,passifloraceae-canonical-for-heliconius; catalogue-sourced-beccaloni; multiple-embedded-primaries; oviposition-note-for-muller-1886,True,"Heliconius sara is a heliconiine; Passiflora is its canonical host, so the pairing is expected, not atypical. Beccaloni catalogue row with embedded primaries (incl. Muller 1886 Ovip.); literature-level."
assoc_0337,Heliconius sara,Passiflora nr citrifolia (Passifloraceae),Brown & Benson 1975a,atypical,supports,literature,literature,medium,heliconiinae-misfiled; beccaloni-catalogue-record; host-id-near-species,False,"Heliconius sara is a heliconiine, not Ithomiini; Passiflora host is correct for it. Record misfiled into Ithomiini DB. Brown&Benson 1975a supports it as catalogue-level literature."
assoc_0375,Hypoleria lavinia,Solanaceae: Solanum sp.,Young 1978e,plausible,plausible_uncertain,literature,needs_check,low,beccaloni-catalogue-only; beccaloni-dubious-marker; primary-source-unverified; host-genus-level-only,False,"Hypoleria lavinia (Oleriina) on Solanum is taxonomically textbook-plausible; but record is catalogue-sourced via Beccaloni and flagged 'dubious', and Young 1978e not re-verified."
assoc_0839,Mechanitis isthmia,Solanum rugosum (Solanaceae),"Young 1979, ""Behavioral regulatory mechanisms in populations of Mechanitis isthmia in Costa Rica: adaptations to host plants"" (Mitteilungen aus dem Museum fur Naturkunde / Deutsche Entomologische Zeitschrift, Wiley)",plausible,supports,literature,needs_check,low,abstract-snippet-only; full-text-not-verified,False,Canonical pairing: Mechanitis is a classic Solanum-feeder; Solanum rugosum is a documented host. Young 1979 is a real primary life-history source with a traceable DOI.
assoc_0501,Mechanitis lysimnia,"Lycopersicon esculentum (Solanaceae) [= tomato, Solanum lycopersicum]",Lima 1928,plausible,supports,literature,literature,high,multiple-corroborating-sources; host-name-synonym-lycopersicon-now-solanum,True,"Mechanitis (Solanaceae feeder) on tomato is textbook; corroborated by Drummond & Brown 1987 + Brown & Freitas 1994. Literature-level (compilation), not independently reared here."
assoc_0540,Mechanitis lysimnia,Solanum nr vaillantii (Solanaceae),Vasconcellos-Neto 1991,plausible,plausible_uncertain,literature,literature,medium,beccaloni-compilation; imprecise-host-determination; primary-source-not-verified,True,"Mechanitis (Mechanitini) on Solanum is the prototypical ithomiine host; Vasconcellos-Neto 1991 is a real SP Solanaceae-feeding source, but routed via Beccaloni and host is 'nr' determination."
assoc_0572,Mechanitis polymnia,Datura stramonium (Solanaceae),Guagliumi 1967,atypical,plausible_uncertain,needs_check,needs_check,low,unusual-host-genus; dubious-datura,True,Mechanitis polymnia is a Solanaceae feeder (mainly Solanum); Datura is correct family but atypical genus. Beccaloni explicitly flags this Guagliumi 1967 record as dubious.
assoc_0623,Melinaea lilis,Markea sp. (Solanaceae),Andrews 1983,plausible,plausible_uncertain,literature,literature,low,beccaloni-catalogue-compilation; embedded-primary-citation-untraceable; host-id-genus-level-only,True,Melinaea is oligophagous on epiphytic Solanaceae (Juanulloa/Trianaea/Markea clade); Markea host is plausible. Reaches us via Beccaloni compilation; Andrews 1983 untraceable -> literature.
assoc_0637,Melinaea mneme,Markea coccinea (Solanaceae),"Am, Drummond & Brown 1987",plausible,plausible_uncertain,literature,literature,low,catalogue-mediated; embedded-primary-citation; garbled-citation-string; beccaloni-flagged-dubious,False,"Melinaea (Ithomiini) on Markea (Solanaceae) is typical biology; cited via Beccaloni catalogue to real Drummond & Brown 1987, but row marked dubious -> literature/medium."
assoc_0658,Methona themisto,Brunfelsia spp. (Solanaceae),Otero & Marigo 1990,plausible,plausible_uncertain,literature,literature,medium,beccaloni-catalogue-row; embedded-primary-citation; core-solanaceae-host,False,Methona (Ithomiini) is a well-documented Solanaceae feeder; Brunfelsia is a core host genus. Beccaloni row with embedded Otero & Marigo 1990 primary cite -> literature.
assoc_0711,Placidina euryanassa,Brugmansia suaveolens (Solanaceae),Freitas 1993,plausible,supports,direct,literature,high,well-documented-association; genus-spelling-variant-Placidula-Placidina,False,"Classic well-documented Solanaceae host; Freitas 1993 is a primary rearing/biology study of P. euryanassa on B. suaveolens, corroborated by Brown 1992a & Brown & Freitas 1994."
assoc_0748,Pteronymia notilla,Capsicum sp. (Solanaceae),Young 1974c,plausible,plausible_uncertain,literature,needs_check,low,beccaloni-dubious-marker; primary-source-located-not-full-text-verified; host-genus-capsicum-uncommon-but-solanaceae,False,"Young 1974c is a real biology paper on P. notilla in Costa Rica; Capsicum (Solanaceae) is plausible Ithomiini host, but Beccaloni flagged the row dubious and full text unverified."
